Rented Bike Count,Hour,Temperature(°C),Humidity(%),Visibility (10m),Rainfall(mm)_capped,Snowfall(cm)_capped,Wind speed (m/s)_capped,Solar Radiation (MJ/m2)_capped,Seasons_Spring,Seasons_Summer,Seasons_Winter,Holiday_No Holiday,Month_2,Month_3,Month_4,Month_5,Month_6,Month_7,Month_8,Month_9,Month_10,Month_11,Month_12,weekday_Monday,weekday_Saturday,weekday_Sunday,weekday_Thursday,weekday_Tuesday,weekday_Wednesday,is_weekend
17.549928774784245,1,-1.236903342796883,1.3597593545400675,0.4880892042574759,0.0,0.0,0.7745966692414834,0.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
16.186414056238647,2,-1.2947370898002992,1.3597593545400675,0.622909275215408,0.0,0.0,1.224744871391589,0.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
12.922847983320086,3,-1.3443088729460846,1.1156619787441426,0.6051697921946274,0.0,0.0,1.4832396974191326,0.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
9.433981132056603,4,-1.3690947645189773,1.018023028425773,0.5778003041054232,0.0,0.0,1.4142135623730951,0.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
8.888194417315589,5,-1.3856186922342388,1.018023028425773,0.5955397871262037,0.0,0.0,1.224744871391589,0.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
8.366600265340756,6,-1.4104045838071317,1.1644814539033277,0.5833755701976685,0.0,0.0,1.449137674618944,0.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
12.083045973594572,7,-1.4186665476647624,1.1156619787441426,0.633046122655854,0.0,0.0,1.5811388300841898,0.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
14.798648586948742,8,-1.4021426199495006,1.018023028425773,0.7141409021794222,0.0,0.0,1.449137674618944,0.01,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
18.110770276274835,9,-1.2947370898002992,0.48100880167473853,0.7399898631525595,0.0,0.0,1.2649110640673518,0.3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
18.275666882497067,10,-1.0881879933595273,-0.05600542507629583,0.64977192093259,0.0,0.0,1.2649110640673518,0.8,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
19.697715603592208,11,-0.898162824634017,-0.44656122634977535,0.6989356310187531,0.0,0.0,1.3416407864998738,1.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
21.88606862823929,12,-0.6998756920508757,-0.8371170276232549,0.8307146477445514,0.0,0.0,1.140175425099138,1.09,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
24.61706725018234,13,-0.5594223064711509,-1.0812144034191795,0.8884946781550938,0.0,0.0,1.3416407864998738,1.12,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
24.71841418861655,14,-0.45201677632194937,-1.1300338785783646,0.9771920932589964,0.0,0.0,1.140175425099138,0.99,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
24.269322199023193,15,-0.42723088474905674,-0.8371170276232549,0.9761784085149517,0.0,0.0,1.51657508881031,0.74,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
24.859605789312106,16,-0.5263744510406273,-0.4953807015089603,0.9721236695387734,0.0,0.0,1.61245154965971,0.22,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
23.916521486202797,17,-0.5594223064711509,-0.34892227603140546,0.9447541814495691,0.0,0.0,1.5811388300841898,0.06,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
22.11334438749598,18,-0.6007321257593052,-0.2512833257130356,0.8464267612772427,0.0,0.0,1.224744871391589,0.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
19.621416870348583,19,-0.6420419450474596,-0.3001028008722205,0.8307146477445514,0.0,0.0,1.51657508881031,0.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
18.947295321496416,20,-0.6750898004779832,-0.34892227603140546,0.789660415610745,0.0,0.0,1.0954451150103321,0.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
19.4164878389476,21,-0.7163996197661376,-0.15364437539466572,0.7202230106436898,0.0,0.0,1.0954451150103321,0.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
18.81488772222678,22,-0.7659714029119229,-0.20246385055385066,0.7192093258996451,0.0,0.0,1.224744871391589,0.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
19.131126469708992,23,-0.7246615836237684,-0.10482490023548077,0.6715661429295489,0.0,0.0,1.0,0.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
18.49324200890693,0,-0.7246615836237684,-0.007185949917110889,0.6431829700963,0.0,0.0,1.1832159566199232,0.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
15.066519173319364,1,-0.7329235474813993,0.5298282768339234,0.2321338063862139,0.0,0.0,1.3038404810405297,0.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
15.0996688705415,2,-0.7824953306271846,1.018023028425773,0.40699442473390773,0.0,0.0,1.1832159566199232,0.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
10.816653826391969,3,-0.7742333667695537,0.6274672271522933,0.4987328940699442,0.5,0.0,1.2649110640673518,0.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
8.717797887081348,4,-0.7659714029119229,0.7251061774706632,0.5235681702990369,0.0,0.0,1.0,0.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
5.656854249492381,5,-0.7329235474813993,0.8227451277890331,0.44956918398378104,0.0,0.0,1.378404875209022,0.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
3.605551275463989,6,-0.7742333667695537,1.3597593545400675,0.12721743537759758,1.0,0.0,1.5811388300841898,0.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
4.69041575982343,7,-0.7990192583424464,1.603856730335992,0.051697921946274705,0.0,0.0,1.0954451150103321,0.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
9.219544457292887,8,-0.7907572944848156,1.6526762054951771,0.10998479472883933,0.0,0.0,1.3416407864998738,0.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
12.328828005937952,9,-0.7659714029119229,1.603856730335992,0.10339584389254942,2.5,0.0,1.3416407864998738,0.02,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
14.142135623730951,10,-0.6916137281932448,1.5062177800176222,0.11657374556512926,0.0,0.0,1.4832396974191326,0.24,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
16.522711641858304,11,-0.6337799811898288,1.4085788296992523,0.14901165737455652,0.0,0.0,1.1832159566199232,0.25,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
18.24828759089466,12,-0.5759462341864126,1.3109398793808824,0.16320324379118095,0.0,0.0,1.3038404810405297,0.43,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
22.24859546128699,13,-0.4933265956101038,1.1156619787441426,0.1839837810440953,0.0,0.0,1.378404875209022,0.6,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
23.727621035409346,14,-0.42723088474905674,0.871564602948218,0.2002027369488089,0.0,0.0,1.0954451150103321,0.69,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
24.919871588754223,15,-0.3941830293185332,0.7251061774706632,0.20577800304105423,0.0,0.0,1.2649110640673518,0.53,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
24.454038521274967,16,-0.42723088474905674,0.920384078107403,0.188545362392296,0.0,0.0,1.2649110640673518,0.2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
23.345235059857504,17,-0.5015885594677346,1.1644814539033277,0.16776482513938165,0.0,0.0,1.224744871391589,0.05,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
21.047565179849187,18,-0.5594223064711509,1.2621204042216976,0.15205271160669032,0.0,0.0,1.378404875209022,0.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
20.54263858417414,19,-0.5842081980440434,1.3109398793808824,0.1429295489102889,0.0,0.0,1.3038404810405297,0.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
19.924858845171276,20,-0.6255180173321979,1.4085788296992523,0.11454637607704005,0.0,0.0,1.1832159566199232,0.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
19.621416870348583,21,-0.6668278366203524,1.4085788296992523,0.11150532184490625,0.0,0.0,1.0954451150103321,0.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
18.708286933869708,22,-0.6998756920508757,1.5062177800176222,0.08819057273188038,0.0,0.0,1.3416407864998738,0.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
17.406895185529212,23,-0.7329235474813993,1.5550372551768072,0.08464267612772428,0.0,0.0,1.140175425099138,0.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
16.881943016134134,0,-0.7081376559085067,1.4573983048584374,0.0957932083122149,0.0,0.0,0.7745966692414834,0.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
13.638181696985855,1,-0.6998756920508757,1.4085788296992523,0.09832742017232642,0.0,0.0,0.7071067811865476,0.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
10.583005244258363,2,-0.6916137281932448,1.4085788296992523,0.0912316269640142,0.0,0.0,1.3416407864998738,0.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
8.06225774829855,3,-0.757709439054292,1.3109398793808824,0.09072478459199189,0.0,0.0,1.51657508881031,0.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
6.4031242374328485,4,-0.8238051499153389,1.5062177800176222,0.052204764318297014,0.0,0.0,1.224744871391589,0.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
9.055385138137417,5,-0.8899008607763861,1.2133009290625125,0.11454637607704005,0.0,0.0,1.6431676725154984,0.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
14.142135623730951,6,-0.9559965716374332,0.871564602948218,0.17435377597567156,0.1,0.0,1.9235384061671346,0.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
22.315913604421397,7,-1.038616210213742,0.48100880167473853,0.3421186011150532,0.0,0.0,1.8439088914585775,0.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
30.610455730027933,8,-1.121235848790051,0.5298282768339234,0.4698428788646731,0.0,0.0,1.8708286933869707,0.01,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
22.561028345356956,9,-1.179069595793467,-0.5442001766681452,0.9432336543335023,0.0,0.0,2.04939015319192,0.22,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
17.635192088548397,10,-1.1460217403629434,-0.8859365027824398,1.0,0.0,0.0,2.1213203435596424,0.64,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
19.467922333931785,11,-1.096449957217158,-0.8371170276232549,0.8981246832235175,0.0,0.0,2.0248456731316584,0.94,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
19.82422760159901,12,-1.0799260295018964,-0.9835754531008097,0.9102889001520527,0.0,0.0,2.1908902300206643,1.11,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
19.77371993328519,13,-1.0551401379290037,-1.3741312543742892,0.9685757729346173,0.0,0.0,2.32379000772445,1.17,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
18.384776310850235,14,-1.0468781740713728,-1.5205896798518441,1.0,0.0,0.0,2.1213203435596424,1.09,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
18.466185312619388,15,-1.0634021017866346,-1.618228630170214,1.0,0.0,0.0,2.4083189157584592,0.88,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
19.364916731037084,16,-1.0716640656442653,-1.715867580488584,1.0,0.0,0.0,2.16794833886788,0.55,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
22.693611435820433,17,-1.1625456680782051,-1.569409155011029,1.0,0.0,0.0,2.3021728866442674,0.18,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
28.407745422683583,18,-1.228641378939252,-1.4229507295334742,1.0,0.0,0.0,1.9748417658131499,0.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
23.83275057562597,19,-1.2947370898002992,-1.2764923040559193,1.0,0.0,0.0,1.7888543819998317,0.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
19.949937343260004,20,-1.3525708368037155,-0.9835754531008097,1.0,0.0,0.0,1.7320508075688772,0.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
19.924858845171276,21,-1.4351904753800244,-0.739478077304885,1.0,0.0,0.0,2.1213203435596424,0.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
18.788294228055936,22,-1.4930242223834405,-0.6418391269865151,1.0,0.0,0.0,1.5811388300841898,0.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
15.748015748023622,23,-1.534334041671595,-0.6906586021457001,1.0,0.0,0.0,1.5491933384829668,0.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
14.696938456699069,0,-1.5591199332444876,-0.78829755246407,1.0,0.0,0.0,1.61245154965971,0.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
14.071247279470288,1,-1.592167788675011,-0.8371170276232549,1.0,0.0,0.0,1.6733200530681511,0.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
11.135528725660043,2,-1.6169536802479036,-0.8371170276232549,1.0,0.0,0.0,1.5811388300841898,0.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
7.874007874011811,3,-1.6252156441055343,-0.9347559779416248,1.0,0.0,0.0,1.4142135623730951,0.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
6.48074069840786,4,-1.650001535678427,-1.1788533537375494,1.0,0.0,0.0,1.7320508075688772,0.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
9.055385138137417,5,-1.6665254633936888,-1.2276728288967345,1.0,0.0,0.0,1.61245154965971,0.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
13.114877048604,6,-1.6665254633936888,-1.1788533537375494,1.0,0.0,0.0,1.7888543819998317,0.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
19.519221295943137,7,-1.6747874272513197,-1.2276728288967345,1.0,0.0,0.0,1.4832396974191326,0.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
28.495613697550013,8,-1.7243592103971053,-1.0812144034191795,1.0,0.0,0.0,1.2649110640673518,0.01,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
21.494185260204677,9,-1.6830493911089508,-1.3253117792151043,0.9868220983274201,0.0,0.0,1.140175425099138,0.21,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
16.401219466856727,10,-1.5095481500987022,-1.569409155011029,0.983274201723264,0.0,0.0,1.6733200530681511,0.64,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
18.275666882497067,11,-1.377356728376608,-1.618228630170214,0.9792194627470856,0.0,0.0,0.0,0.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
17.916472867168917,12,-1.245165306654514,-1.618228630170214,0.9807399898631525,0.0,0.0,0.0,0.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
18.027756377319946,13,-1.1873315596510978,-1.5205896798518441,0.9771920932589964,0.0,0.0,0.0,0.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
18.275666882497067,14,-1.1460217403629434,-1.471770204692659,1.0,0.0,0.0,0.0,0.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
18.788294228055936,15,-1.1129738849324198,-1.471770204692659,1.0,0.0,0.0,0.0,0.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
20.85665361461421,16,-1.096449957217158,-1.3741312543742892,1.0,0.0,0.0,0.0,0.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
23.0,17,-1.1873315596510978,-1.1300338785783646,1.0,0.0,0.0,0.0,0.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
28.089143810376278,18,-1.2699511982274065,-0.8859365027824398,1.0,0.0,0.0,0.0,0.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
24.43358344574123,19,-1.319522981373192,-0.6418391269865151,1.0,0.0,0.0,0.0,0.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
20.445048300260872,20,-1.3443088729460846,-0.5930196518273302,1.0,0.0,0.0,0.0,0.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
20.37154878746336,21,-1.3608328006613462,-0.5442001766681452,1.0,0.0,0.0,0.0,0.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
19.82422760159901,22,-1.2864751259426683,-0.44656122634977535,1.0,0.0,0.0,0.0,0.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
15.620499351813308,23,-1.2616892343697756,0.04163352524207405,0.5995945261023821,0.0,0.0,0.0,0.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
12.041594578792296,0,-1.2864751259426683,0.920384078107403,0.15408008109477953,0.1,0.1,0.0,0.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
12.0,1,-1.3029990536579301,1.018023028425773,0.13482007095793208,0.0,0.3,0.0,0.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
10.816653826391969,2,-1.3029990536579301,1.018023028425773,0.9300557526609224,0.0,0.4,0.0,0.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
8.831760866327848,3,-1.319522981373192,0.9692035532665879,0.9026862645717182,0.2,0.4,0.0,0.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
7.615773105863909,4,-1.3360469090884535,0.8227451277890331,0.9908768373035985,0.0,0.4,0.0,0.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
9.327379053088816,5,-1.3525708368037155,0.871564602948218,0.966548403446528,0.0,0.4,0.0,0.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
11.916375287812984,6,-1.3608328006613462,0.871564602948218,0.931069437404967,0.0,0.4,0.0,0.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
19.467922333931785,7,-1.4021426199495006,0.920384078107403,0.868727825646224,0.0,0.3,0.0,0.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
28.319604517012593,8,-1.4021426199495006,0.9692035532665879,0.7557019766852509,0.0,0.2,0.0,0.01,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
20.97617696340303,9,-1.3277849452308228,0.5786477519931084,0.6573745565129244,0.0,0.2,0.0,0.25,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
17.52141546793523,10,-1.1294978126476816,0.28573090103799875,0.6066903193106943,0.0,0.2,0.0,0.63,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
19.519221295943137,11,-0.9229487162069097,-0.05600542507629583,0.6254434870755194,0.0,0.0,1.0954451150103321,0.93,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
20.12461179749811,12,-0.8568530053458625,-0.3001028008722205,0.6066903193106943,0.0,0.0,0.9486832980505138,1.08,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
21.02379604162864,13,-0.7081376559085067,-0.5442001766681452,0.7308667004561581,0.0,0.0,1.0488088481701516,1.1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
